Nombre del grupo: PE16_TP5_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: TP5_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,67%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   12,84%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    8,28%
Control               C4. Da sugerencia u orientación           4%        11%                   10,14%
Evaluación            C5. Da opiniones                         21%        40%                    8,70%
Comunicación          C6. Da información                       14%        30%                   28,16%
Comunicación          C7. Pide información                      2%        11%                    3,52%
Evaluación            C8. Pide opinión                          1%         9%                    4,55%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,83%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,86%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,45%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: TP5_G13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,20%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   11,37%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   16,03%
Control               C4. Da sugerencia u orientación           4%        11%                   11,08%
Evaluación            C5. Da opiniones                         21%        40%                   10,79%
Comunicación          C6. Da información                       14%        30%                   20,12%
Comunicación          C7. Pide información                      2%        11%                    7,00%
Evaluación            C8. Pide opinión                          1%         9%                    4,96%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,17%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,29%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: TP5_WG17.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   28,64%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,27%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   15,91%
Control               C4. Da sugerencia u orientación           4%        11%                   10,00%
Evaluación            C5. Da opiniones                         21%        40%                    9,55%
Comunicación          C6. Da información                       14%        30%                   17,27%
Comunicación          C7. Pide información                      2%        11%                    6,82%
Evaluación            C8. Pide opinión                          1%         9%                    2,73%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,91%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,45%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,45%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   21,43%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   23,81%
Control               C4. Da sugerencia u orientación           4%        11%                   14,29%
Evaluación            C5. Da opiniones                         21%        40%                   26,19%
Comunicación          C6. Da información                       14%        30%                    4,76%
Comunicación          C7. Pide información                      2%        11%                    4,76%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    4,76%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: GA07.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   26,34%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,99%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,18%
Control               C4. Da sugerencia u orientación           4%        11%                    8,12%
Evaluación            C5. Da opiniones                         21%        40%                    8,67%
Comunicación          C6. Da información                       14%        30%                   23,82%
Comunicación          C7. Pide información                      2%        11%                    4,50%
Evaluación            C8. Pide opinión                          1%         9%                    2,41%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,44%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,21%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,31%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W1.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,73%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,48%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   11,66%
Control               C4. Da sugerencia u orientación           4%        11%                   13,00%
Evaluación            C5. Da opiniones                         21%        40%                   13,00%
Comunicación          C6. Da información                       14%        30%                   25,56%
Comunicación          C7. Pide información                      2%        11%                    3,59%
Evaluación            C8. Pide opinión                          1%         9%                    4,93%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,45%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,35%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,24%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W15.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,59%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,53%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    7,65%
Control               C4. Da sugerencia u orientación           4%        11%                   11,18%
Evaluación            C5. Da opiniones                         21%        40%                   12,94%
Comunicación          C6. Da información                       14%        30%                   24,71%
Comunicación          C7. Pide información                      2%        11%                    6,18%
Evaluación            C8. Pide opinión                          1%         9%                    5,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,47%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,59%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,18%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W16.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,05%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    1,14%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   20,45%
Control               C4. Da sugerencia u orientación           4%        11%                   14,77%
Evaluación            C5. Da opiniones                         21%        40%                   18,18%
Comunicación          C6. Da información                       14%        30%                   15,91%
Comunicación          C7. Pide información                      2%        11%                    9,09%
Evaluación            C8. Pide opinión                          1%         9%                    2,27%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,14%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W3.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,44%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,33%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   16,67%
Control               C4. Da sugerencia u orientación           4%        11%                   11,11%
Evaluación            C5. Da opiniones                         21%        40%                    9,26%
Comunicación          C6. Da información                       14%        30%                   19,44%
Comunicación          C7. Pide información                      2%        11%                    7,41%
Evaluación            C8. Pide opinión                          1%         9%                    5,56%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,93%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,85%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W4.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,02%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,38%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,64%
Control               C4. Da sugerencia u orientación           4%        11%                   10,64%
Evaluación            C5. Da opiniones                         21%        40%                   13,83%
Comunicación          C6. Da información                       14%        30%                   25,53%
Comunicación          C7. Pide información                      2%        11%                    5,32%
Evaluación            C8. Pide opinión                          1%         9%                    7,45%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,06%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,13%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W9.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   24,24%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,30%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,61%
Control               C4. Da sugerencia u orientación           4%        11%                   10,61%
Evaluación            C5. Da opiniones                         21%        40%                    7,58%
Comunicación          C6. Da información                       14%        30%                   22,73%
Comunicación          C7. Pide información                      2%        11%                    6,82%
Evaluación            C8. Pide opinión                          1%         9%                    3,03%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,52%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    7,58%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,59%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,86%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,03%
Control               C4. Da sugerencia u orientación           4%        11%                   10,75%
Evaluación            C5. Da opiniones                         21%        40%                   16,61%
Comunicación          C6. Da información                       14%        30%                   24,76%
Comunicación          C7. Pide información                      2%        11%                    4,23%
Evaluación            C8. Pide opinión                          1%         9%                    5,54%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,65%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,33%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,65%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W8.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   26,26%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,08%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,13%
Control               C4. Da sugerencia u orientación           4%        11%                    7,07%
Evaluación            C5. Da opiniones                         21%        40%                   11,11%
Comunicación          C6. Da información                       14%        30%                   23,23%
Comunicación          C7. Pide información                      2%        11%                    7,07%
Evaluación            C8. Pide opinión                          1%         9%                    2,02%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,01%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,01%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   22,43%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,07%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   18,38%
Control               C4. Da sugerencia u orientación           4%        11%                    7,64%
Evaluación            C5. Da opiniones                         21%        40%                    9,55%
Comunicación          C6. Da información                       14%        30%                   21,24%
Comunicación          C7. Pide información                      2%        11%                    4,53%
Evaluación            C8. Pide opinión                          1%         9%                    5,01%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,72%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,43%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W8.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   23,99%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,75%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   15,87%
Control               C4. Da sugerencia u orientación           4%        11%                    7,75%
Evaluación            C5. Da opiniones                         21%        40%                    8,49%
Comunicación          C6. Da información                       14%        30%                   22,51%
Comunicación          C7. Pide información                      2%        11%                    5,54%
Evaluación            C8. Pide opinión                          1%         9%                    5,17%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,48%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,37%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,11%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W6.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,93%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,25%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,68%
Control               C4. Da sugerencia u orientación           4%        11%                   15,10%
Evaluación            C5. Da opiniones                         21%        40%                   10,94%
Comunicación          C6. Da información                       14%        30%                   24,74%
Comunicación          C7. Pide información                      2%        11%                    4,17%
Evaluación            C8. Pide opinión                          1%         9%                    7,03%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,52%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,04%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,60%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W2.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,12%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,84%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,29%
Control               C4. Da sugerencia u orientación           4%        11%                   12,50%
Evaluación            C5. Da opiniones                         21%        40%                    9,56%
Comunicación          C6. Da información                       14%        30%                   26,72%
Comunicación          C7. Pide información                      2%        11%                    6,62%
Evaluación            C8. Pide opinión                          1%         9%                    4,66%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,74%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,98%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,98%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzdwhD54iYqKczFriF4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,18%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    4,55%
Control               C4. Da sugerencia u orientación           4%        11%                    9,09%
Evaluación            C5. Da opiniones                         21%        40%                   13,64%
Comunicación          C6. Da información                       14%        30%                   31,82%
Comunicación          C7. Pide información                      2%        11%                    9,09%
Evaluación            C8. Pide opinión                          1%         9%                    9,09%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    4,55%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W15.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   21,16%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    2,90%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,37%
Control               C4. Da sugerencia u orientación           4%        11%                   13,28%
Evaluación            C5. Da opiniones                         21%        40%                   16,60%
Comunicación          C6. Da información                       14%        30%                   19,92%
Comunicación          C7. Pide información                      2%        11%                    2,49%
Evaluación            C8. Pide opinión                          1%         9%                   10,37%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,83%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,41%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,66%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W10.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,47%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,43%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    9,86%
Control               C4. Da sugerencia u orientación           4%        11%                   12,45%
Evaluación            C5. Da opiniones                         21%        40%                   14,01%
Comunicación          C6. Da información                       14%        30%                   26,59%
Comunicación          C7. Pide información                      2%        11%                    4,41%
Evaluación            C8. Pide opinión                          1%         9%                    3,89%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,26%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,04%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,59%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,78%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,26%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    9,66%
Control               C4. Da sugerencia u orientación           4%        11%                   13,30%
Evaluación            C5. Da opiniones                         21%        40%                   10,19%
Comunicación          C6. Da información                       14%        30%                   27,25%
Comunicación          C7. Pide información                      2%        11%                    5,79%
Evaluación            C8. Pide opinión                          1%         9%                    3,86%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,18%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,47%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,25%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W14.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   25,64%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,69%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,26%
Control               C4. Da sugerencia u orientación           4%        11%                   14,10%
Evaluación            C5. Da opiniones                         21%        40%                    7,69%
Comunicación          C6. Da información                       14%        30%                   24,36%
Comunicación          C7. Pide información                      2%        11%                    2,56%
Evaluación            C8. Pide opinión                          1%         9%                    5,13%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,28%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,28%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W16.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,90%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,19%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   11,03%
Control               C4. Da sugerencia u orientación           4%        11%                   13,91%
Evaluación            C5. Da opiniones                         21%        40%                   10,79%
Comunicación          C6. Da información                       14%        30%                   23,98%
Comunicación          C7. Pide información                      2%        11%                    3,84%
Evaluación            C8. Pide opinión                          1%         9%                    6,71%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,24%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,96%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,44%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugw_Ogmshd6DetC7Mw54AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   33,33%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                   33,33%
Comunicación          C7. Pide información                      2%        11%                   33,33%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   21,63%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,77%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,42%
Control               C4. Da sugerencia u orientación           4%        11%                   13,46%
Evaluación            C5. Da opiniones                         21%        40%                   12,98%
Comunicación          C6. Da información                       14%        30%                   17,31%
Comunicación          C7. Pide información                      2%        11%                    4,81%
Evaluación            C8. Pide opinión                          1%         9%                    5,29%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,92%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,48%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,92%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,67%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,56%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   18,89%
Control               C4. Da sugerencia u orientación           4%        11%                    5,56%
Evaluación            C5. Da opiniones                         21%        40%                   12,22%
Comunicación          C6. Da información                       14%        30%                   24,44%
Comunicación          C7. Pide información                      2%        11%                    5,56%
Evaluación            C8. Pide opinión                          1%         9%                    6,67%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,22%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,22%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W0.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,14%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    1,05%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,99%
Control               C4. Da sugerencia u orientación           4%        11%                   13,61%
Evaluación            C5. Da opiniones                         21%        40%                   16,75%
Comunicación          C6. Da información                       14%        30%                   29,32%
Comunicación          C7. Pide información                      2%        11%                    3,14%
Evaluación            C8. Pide opinión                          1%         9%                    4,19%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,09%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,62%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,09%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W8.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   36,67%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    3,33%
Control               C4. Da sugerencia u orientación           4%        11%                   20,00%
Evaluación            C5. Da opiniones                         21%        40%                   16,67%
Comunicación          C6. Da información                       14%        30%                   13,33%
Comunicación          C7. Pide información                      2%        11%                    6,67%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,33%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W2.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,91%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,96%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   20,53%
Control               C4. Da sugerencia u orientación           4%        11%                   15,23%
Evaluación            C5. Da opiniones                         21%        40%                   13,91%
Comunicación          C6. Da información                       14%        30%                   17,22%
Comunicación          C7. Pide información                      2%        11%                    2,65%
Evaluación            C8. Pide opinión                          1%         9%                    5,96%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,65%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,99%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W4.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,24%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    9,24%
Control               C4. Da sugerencia u orientación           4%        11%                    8,79%
Evaluación            C5. Da opiniones                         21%        40%                   10,91%
Comunicación          C6. Da información                       14%        30%                   25,76%
Comunicación          C7. Pide información                      2%        11%                    3,48%
Evaluación            C8. Pide opinión                          1%         9%                    4,70%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,91%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,91%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    6,06%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W7.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,67%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    8,67%
Control               C4. Da sugerencia u orientación           4%        11%                   16,67%
Evaluación            C5. Da opiniones                         21%        40%                   15,33%
Comunicación          C6. Da información                       14%        30%                   16,00%
Comunicación          C7. Pide información                      2%        11%                    5,33%
Evaluación            C8. Pide opinión                          1%         9%                    8,67%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,67%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W1.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   31,25%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,56%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,19%
Control               C4. Da sugerencia u orientación           4%        11%                    9,03%
Evaluación            C5. Da opiniones                         21%        40%                    9,03%
Comunicación          C6. Da información                       14%        30%                   19,44%
Comunicación          C7. Pide información                      2%        11%                    7,64%
Evaluación            C8. Pide opinión                          1%         9%                    2,08%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,39%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
