Nombre del grupo: PE16_TP5_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: TP5_WG17.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,36%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   43,64%
Control               C4. Da sugerencia u orientación           4%        11%                    7,27%
Evaluación            C5. Da opiniones                         21%        40%                    5,45%
Comunicación          C6. Da información                       14%        30%                    6,36%
Comunicación          C7. Pide información                      2%        11%                    4,55%
Evaluación            C8. Pide opinión                          1%         9%                    5,91%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,36%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,82%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,27%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,52%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   38,10%
Control               C4. Da sugerencia u orientación           4%        11%                   19,05%
Evaluación            C5. Da opiniones                         21%        40%                    7,14%
Comunicación          C6. Da información                       14%        30%                    7,14%
Comunicación          C7. Pide información                      2%        11%                    2,38%
Evaluación            C8. Pide opinión                          1%         9%                    4,76%
Control               C9. Pide sugerencia u orientación         0%         5%                    7,14%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    4,76%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: GA07.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,27%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   11,09%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   49,73%
Control               C4. Da sugerencia u orientación           4%        11%                    6,26%
Evaluación            C5. Da opiniones                         21%        40%                    1,32%
Comunicación          C6. Da información                       14%        30%                    2,63%
Comunicación          C7. Pide información                      2%        11%                    6,48%
Evaluación            C8. Pide opinión                          1%         9%                    2,85%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,66%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,63%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,09%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W1.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,35%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,93%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   34,98%
Control               C4. Da sugerencia u orientación           4%        11%                   13,00%
Evaluación            C5. Da opiniones                         21%        40%                    7,17%
Comunicación          C6. Da información                       14%        30%                    7,62%
Comunicación          C7. Pide información                      2%        11%                    4,93%
Evaluación            C8. Pide opinión                          1%         9%                    7,62%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,45%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,14%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,79%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W15.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,06%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,94%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   27,06%
Control               C4. Da sugerencia u orientación           4%        11%                    8,82%
Evaluación            C5. Da opiniones                         21%        40%                    7,06%
Comunicación          C6. Da información                       14%        30%                   14,12%
Comunicación          C7. Pide información                      2%        11%                    5,59%
Evaluación            C8. Pide opinión                          1%         9%                    6,18%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,94%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,18%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,06%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W16.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,91%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   34,09%
Control               C4. Da sugerencia u orientación           4%        11%                   13,64%
Evaluación            C5. Da opiniones                         21%        40%                    6,82%
Comunicación          C6. Da información                       14%        30%                   13,64%
Comunicación          C7. Pide información                      2%        11%                    5,68%
Evaluación            C8. Pide opinión                          1%         9%                    4,55%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,14%
Decisión              C10. Muestra desacuerdo                   3%        13%                    4,55%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W3.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,81%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,48%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,33%
Control               C4. Da sugerencia u orientación           4%        11%                   12,04%
Evaluación            C5. Da opiniones                         21%        40%                    9,26%
Comunicación          C6. Da información                       14%        30%                    5,56%
Comunicación          C7. Pide información                      2%        11%                    4,63%
Evaluación            C8. Pide opinión                          1%         9%                    6,48%
Control               C9. Pide sugerencia u orientación         0%         5%                    3,70%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,78%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,93%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W4.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,83%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,45%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   27,66%
Control               C4. Da sugerencia u orientación           4%        11%                   14,89%
Evaluación            C5. Da opiniones                         21%        40%                    9,57%
Comunicación          C6. Da información                       14%        30%                    5,32%
Comunicación          C7. Pide información                      2%        11%                    8,51%
Evaluación            C8. Pide opinión                          1%         9%                    6,38%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,13%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,13%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,13%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W9.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,09%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,55%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   26,52%
Control               C4. Da sugerencia u orientación           4%        11%                   19,70%
Evaluación            C5. Da opiniones                         21%        40%                    6,82%
Comunicación          C6. Da información                       14%        30%                   10,61%
Comunicación          C7. Pide información                      2%        11%                    5,30%
Evaluación            C8. Pide opinión                          1%         9%                    8,33%
Control               C9. Pide sugerencia u orientación         0%         5%                    5,30%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,27%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,52%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,70%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,19%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   32,25%
Control               C4. Da sugerencia u orientación           4%        11%                   11,73%
Evaluación            C5. Da opiniones                         21%        40%                    8,47%
Comunicación          C6. Da información                       14%        30%                    6,84%
Comunicación          C7. Pide información                      2%        11%                    7,17%
Evaluación            C8. Pide opinión                          1%         9%                    8,14%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,65%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,61%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,26%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W8.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,17%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,10%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   39,39%
Control               C4. Da sugerencia u orientación           4%        11%                    7,07%
Evaluación            C5. Da opiniones                         21%        40%                    4,04%
Comunicación          C6. Da información                       14%        30%                    4,04%
Comunicación          C7. Pide información                      2%        11%                    8,08%
Evaluación            C8. Pide opinión                          1%         9%                    5,05%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,02%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,02%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,01%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,04%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,11%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   43,68%
Control               C4. Da sugerencia u orientación           4%        11%                    6,68%
Evaluación            C5. Da opiniones                         21%        40%                    3,58%
Comunicación          C6. Da información                       14%        30%                    7,40%
Comunicación          C7. Pide información                      2%        11%                    6,92%
Evaluación            C8. Pide opinión                          1%         9%                    5,01%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,24%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,19%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,15%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W8.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,56%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,12%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   38,38%
Control               C4. Da sugerencia u orientación           4%        11%                    8,86%
Evaluación            C5. Da opiniones                         21%        40%                    4,80%
Comunicación          C6. Da información                       14%        30%                    3,69%
Comunicación          C7. Pide información                      2%        11%                    3,32%
Evaluación            C8. Pide opinión                          1%         9%                    5,90%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,58%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,48%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,32%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W6.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,28%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,69%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   22,14%
Control               C4. Da sugerencia u orientación           4%        11%                   12,50%
Evaluación            C5. Da opiniones                         21%        40%                    5,99%
Comunicación          C6. Da información                       14%        30%                   15,89%
Comunicación          C7. Pide información                      2%        11%                    8,33%
Evaluación            C8. Pide opinión                          1%         9%                    6,77%
Control               C9. Pide sugerencia u orientación         0%         5%                    3,65%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,82%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    4,95%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W2.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,91%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,60%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,82%
Control               C4. Da sugerencia u orientación           4%        11%                   12,25%
Evaluación            C5. Da opiniones                         21%        40%                    4,41%
Comunicación          C6. Da información                       14%        30%                    7,35%
Comunicación          C7. Pide información                      2%        11%                    8,58%
Evaluación            C8. Pide opinión                          1%         9%                    4,66%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,72%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,23%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,47%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzdwhD54iYqKczFriF4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,18%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                   13,64%
Evaluación            C5. Da opiniones                         21%        40%                    4,55%
Comunicación          C6. Da información                       14%        30%                   36,36%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    9,09%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    9,09%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    9,09%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W15.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,79%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,56%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   34,85%
Control               C4. Da sugerencia u orientación           4%        11%                    9,13%
Evaluación            C5. Da opiniones                         21%        40%                   11,20%
Comunicación          C6. Da información                       14%        30%                   12,45%
Comunicación          C7. Pide información                      2%        11%                    6,22%
Evaluación            C8. Pide opinión                          1%         9%                    6,22%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,83%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,83%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,90%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W10.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,36%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,08%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   26,72%
Control               C4. Da sugerencia u orientación           4%        11%                   11,41%
Evaluación            C5. Da opiniones                         21%        40%                   11,02%
Comunicación          C6. Da información                       14%        30%                   13,62%
Comunicación          C7. Pide información                      2%        11%                    6,10%
Evaluación            C8. Pide opinión                          1%         9%                    3,11%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,91%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,20%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,46%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T3_W11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,63%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,79%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,65%
Control               C4. Da sugerencia u orientación           4%        11%                   11,48%
Evaluación            C5. Da opiniones                         21%        40%                    3,43%
Comunicación          C6. Da información                       14%        30%                   10,94%
Comunicación          C7. Pide información                      2%        11%                    6,97%
Evaluación            C8. Pide opinión                          1%         9%                    4,40%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,25%
Decisión              C10. Muestra desacuerdo                   3%        13%                    5,36%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,22%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,86%


Nombre del grupo: T4_W14.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,23%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,41%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   37,18%
Control               C4. Da sugerencia u orientación           4%        11%                   12,82%
Evaluación            C5. Da opiniones                         21%        40%                    1,28%
Comunicación          C6. Da información                       14%        30%                    8,97%
Comunicación          C7. Pide información                      2%        11%                    5,13%
Evaluación            C8. Pide opinión                          1%         9%                    3,85%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,56%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,56%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T4_W16.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,35%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,71%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   29,50%
Control               C4. Da sugerencia u orientación           4%        11%                   10,55%
Evaluación            C5. Da opiniones                         21%        40%                    9,11%
Comunicación          C6. Da información                       14%        30%                   11,51%
Comunicación          C7. Pide información                      2%        11%                    5,76%
Evaluación            C8. Pide opinión                          1%         9%                    4,08%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,68%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,92%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,84%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugw_Ogmshd6DetC7Mw54AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    0,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   66,67%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                   33,33%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,50%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,25%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   38,94%
Control               C4. Da sugerencia u orientación           4%        11%                   10,10%
Evaluación            C5. Da opiniones                         21%        40%                   12,02%
Comunicación          C6. Da información                       14%        30%                    4,81%
Comunicación          C7. Pide información                      2%        11%                    4,33%
Evaluación            C8. Pide opinión                          1%         9%                    8,65%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,96%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,96%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,48%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,89%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   30,00%
Control               C4. Da sugerencia u orientación           4%        11%                   17,78%
Evaluación            C5. Da opiniones                         21%        40%                    8,89%
Comunicación          C6. Da información                       14%        30%                    7,78%
Comunicación          C7. Pide información                      2%        11%                    1,11%
Evaluación            C8. Pide opinión                          1%         9%                    6,67%
Control               C9. Pide sugerencia u orientación         0%         5%                    4,44%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,11%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,33%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W0.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    5,24%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    1,05%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   27,75%
Control               C4. Da sugerencia u orientación           4%        11%                   20,94%
Evaluación            C5. Da opiniones                         21%        40%                    8,90%
Comunicación          C6. Da información                       14%        30%                   11,52%
Comunicación          C7. Pide información                      2%        11%                    7,85%
Evaluación            C8. Pide opinión                          1%         9%                    7,33%
Control               C9. Pide sugerencia u orientación         0%         5%                    3,14%
Decisión              C10. Muestra desacuerdo                   3%        13%                    4,19%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,09%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W8.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   16,67%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   26,67%
Control               C4. Da sugerencia u orientación           4%        11%                   26,67%
Evaluación            C5. Da opiniones                         21%        40%                   13,33%
Comunicación          C6. Da información                       14%        30%                    3,33%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    6,67%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    6,67%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W2.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,25%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,64%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,79%
Control               C4. Da sugerencia u orientación           4%        11%                   15,89%
Evaluación            C5. Da opiniones                         21%        40%                    7,28%
Comunicación          C6. Da información                       14%        30%                    5,30%
Comunicación          C7. Pide información                      2%        11%                    7,95%
Evaluación            C8. Pide opinión                          1%         9%                    6,62%
Control               C9. Pide sugerencia u orientación         0%         5%                    6,62%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,66%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W4.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,12%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,30%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   34,24%
Control               C4. Da sugerencia u orientación           4%        11%                    9,55%
Evaluación            C5. Da opiniones                         21%        40%                    5,91%
Comunicación          C6. Da información                       14%        30%                   10,30%
Comunicación          C7. Pide información                      2%        11%                    7,58%
Evaluación            C8. Pide opinión                          1%         9%                    3,48%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,91%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,82%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,79%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W7.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   24,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   19,33%
Control               C4. Da sugerencia u orientación           4%        11%                   12,67%
Evaluación            C5. Da opiniones                         21%        40%                    4,67%
Comunicación          C6. Da información                       14%        30%                    8,67%
Comunicación          C7. Pide información                      2%        11%                    3,33%
Evaluación            C8. Pide opinión                          1%         9%                    7,33%
Control               C9. Pide sugerencia u orientación         0%         5%                    4,67%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,33%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    4,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W1.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,28%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,94%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   37,50%
Control               C4. Da sugerencia u orientación           4%        11%                   13,89%
Evaluación            C5. Da opiniones                         21%        40%                    4,86%
Comunicación          C6. Da información                       14%        30%                    5,56%
Comunicación          C7. Pide información                      2%        11%                    6,25%
Evaluación            C8. Pide opinión                          1%         9%                    4,17%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,39%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    4,17%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W5.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,97%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   28,21%
Control               C4. Da sugerencia u orientación           4%        11%                   10,26%
Evaluación            C5. Da opiniones                         21%        40%                    5,13%
Comunicación          C6. Da información                       14%        30%                   11,54%
Comunicación          C7. Pide información                      2%        11%                    8,97%
Evaluación            C8. Pide opinión                          1%         9%                   11,54%
Control               C9. Pide sugerencia u orientación         0%         5%                   11,54%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,85%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: T2_W6.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,92%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,41%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   34,23%
Control               C4. Da sugerencia u orientación           4%        11%                   16,22%
Evaluación            C5. Da opiniones                         21%        40%                    8,11%
Comunicación          C6. Da información                       14%        30%                    4,50%
Comunicación          C7. Pide información                      2%        11%                    4,50%
Evaluación            C8. Pide opinión                          1%         9%                    6,31%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,90%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,90%
